epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1143.29,2.10307,1.81125,1.19454,0.77714,0.37904,0.4484,0.20853,1.83783,1.4305,1.0806,0.000661376,0.000661376,0.000661376
2,2320.47,1.83295,1.17231,1.04364,0.75034,0.42932,0.4803,0.21833,1.80744,1.09831,1.06535,0.00130175,0.00130175,0.00130175
